Id,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
21980,48.0,Private,135525.0,Assoc-acdm,12.0,Divorced,Adm-clerical,,White,Female,0.0,0.0,40.0,United-States
25668,69.0,Self-emp-not-inc,37745.0,Assoc-voc,11.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,8.0,United-States
12069,20.0,Private,291979.0,HS-grad,9.0,Married-civ-spouse,Sales,Other-relative,White,Male,0.0,0.0,20.0,United-States
9790,,Private,125796.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,Black,,0.0,0.0,35.0,Jamaica
10003,49.0,Self-emp-inc,213354.0,Masters,14.0,,Exec-managerial,Not-in-family,White,Male,0.0,0.0,70.0,United-States
16678,41.0,Private,107584.0,Some-college,10.0,Separated,Transport-moving,Not-in-family,White,Male,0.0,0.0,,United-States
4063,51.0,Private,306785.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States
4728,22.0,State-gov,64292.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,43.0,United-States
25094,,Private,191230.0,Some-college,10.0,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,25.0,United-States
753,23.0,Private,145111.0,HS-grad,9.0,Never-married,Transport-moving,Unmarried,White,Male,0.0,0.0,,United-States
28895,33.0,Private,405913.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,Peru
29511,29.0,Private,213692.0,Some-college,10.0,,Craft-repair,Own-child,White,Male,0.0,0.0,45.0,United-States
11349,21.0,Private,129172.0,,10.0,Never-married,Other-service,Other-relative,White,Male,0.0,0.0,16.0,United-States
14454,36.0,Private,89040.0,11th,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,47.0,United-States
15735,44.0,Federal-gov,,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States
13456,26.0,Private,483822.0,7th-8th,4.0,Never-married,Handlers-cleaners,Unmarried,White,Male,0.0,,40.0,Guatemala
10134,26.0,Private,252406.0,HS-grad,9.0,Separated,Adm-clerical,Unmarried,White,Female,0.0,,40.0,United-States
19897,29.0,Private,119004.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,2179.0,40.0,United-States
12398,43.0,Local-gov,241528.0,Masters,14.0,,Prof-specialty,,White,Female,0.0,0.0,40.0,United-States
3379,30.0,Private,179446.0,HS-grad,9.0,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States
29165,,Private,,Some-college,10.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,32.0,United-States
17994,43.0,State-gov,98989.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,,United-States
25262,34.0,Private,195602.0,,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,44.0,United-States
976,21.0,Private,255957.0,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,Female,4101.0,0.0,40.0,United-States
5739,20.0,Private,329530.0,9th,5.0,Never-married,Priv-house-serv,Own-child,White,Male,0.0,0.0,40.0,Mexico
31189,67.0,State-gov,132819.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,41.0,United-States
15554,22.0,Private,448626.0,Some-college,10.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States
18400,27.0,Self-emp-inc,376936.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States
10629,33.0,Local-gov,120508.0,,13.0,Divorced,Protective-serv,Unmarried,White,Female,0.0,0.0,60.0,Germany
1984,60.0,Self-emp-inc,197553.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,50.0,United-States
14796,42.0,Private,196029.0,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,48.0,United-States
20759,,Private,248094.0,HS-grad,9.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States
20242,48.0,Private,212120.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,40.0,United-States
30826,,,102102.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States
25728,62.0,Private,177791.0,10th,6.0,Divorced,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States
2783,43.0,Federal-gov,,Masters,14.0,Divorced,Protective-serv,Not-in-family,White,Male,0.0,0.0,,United-States
27450,,Private,194901.0,Assoc-voc,11.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,2444.0,42.0,United-States
16319,22.0,Private,276494.0,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,40.0,United-States
11542,37.0,Local-gov,102936.0,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,White,Female,,0.0,55.0,United-States
11226,27.0,Local-gov,92431.0,Some-college,10.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,2231.0,40.0,United-States
31453,33.0,Private,207201.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,55.0,United-States
16049,39.0,Private,209397.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States
2564,19.0,Private,129059.0,,10.0,Never-married,Sales,Own-child,Black,Male,0.0,0.0,30.0,United-States
7767,47.0,Private,168195.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States
492,35.0,Private,32220.0,Assoc-acdm,12.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,60.0,United-States
12208,50.0,Private,155594.0,Assoc-acdm,12.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,50.0,United-States
7460,54.0,Local-gov,31533.0,Masters,14.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298.0,0.0,40.0,United-States
16254,46.0,Private,224202.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States
4798,36.0,Local-gov,180805.0,HS-grad,9.0,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States
28675,49.0,Local-gov,119904.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688.0,0.0,30.0,United-States
16898,27.0,Private,114967.0,Bachelors,13.0,Never-married,Sales,,White,Male,0.0,0.0,40.0,United-States
18582,45.0,Private,231672.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,United-States
16752,42.0,Private,384236.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,40.0,United-States
8975,44.0,Private,182402.0,,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
10482,42.0,Self-emp-inc,130126.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,40.0,United-States
20288,32.0,Private,127875.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,40.0,United-States
15216,25.0,Self-emp-not-inc,463667.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,8.0,United-States
19802,28.0,Private,263128.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,60.0,United-States
11762,50.0,Private,140741.0,11th,7.0,Never-married,Machine-op-inspct,Other-relative,,Female,0.0,0.0,40.0,United-States
1429,57.0,Private,173796.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1887.0,40.0,United-States
26389,30.0,Private,156718.0,Some-college,10.0,Separated,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States
18045,23.0,Private,211601.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0.0,0.0,40.0,United-States
5333,35.0,Private,215310.0,11th,,Divorced,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,40.0,United-States
10019,35.0,Private,171968.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,,White,Male,0.0,0.0,40.0,United-States
8226,35.0,Self-emp-inc,196373.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States
18199,31.0,Private,62374.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States
22340,51.0,Private,100933.0,HS-grad,9.0,Never-married,Exec-managerial,Other-relative,White,,0.0,0.0,40.0,United-States
4717,34.0,Private,155343.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,1848.0,50.0,United-States
19534,47.0,Private,167787.0,HS-grad,9.0,Never-married,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,United-States
15271,51.0,Private,90363.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024.0,0.0,40.0,United-States
2806,47.0,State-gov,188386.0,Masters,14.0,,Prof-specialty,Not-in-family,White,Male,0.0,0.0,38.0,United-States
3564,57.0,Self-emp-not-inc,149168.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States
21496,23.0,Federal-gov,41031.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,35.0,United-States
7686,35.0,Local-gov,107233.0,HS-grad,9.0,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,0.0,0.0,55.0,United-States
11341,42.0,State-gov,126094.0,HS-grad,9.0,Separated,Adm-clerical,Unmarried,White,Male,0.0,0.0,39.0,United-States
7887,25.0,Private,34803.0,Bachelors,13.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,,20.0,United-States
1308,43.0,Private,85995.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States
4565,55.0,Private,80445.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,,0.0,0.0,40.0,United-States
3396,50.0,State-gov,198103.0,Bachelors,13.0,Never-married,,Not-in-family,White,Female,0.0,0.0,40.0,United-States
14244,41.0,Private,76625.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
21979,38.0,Self-emp-not-inc,409189.0,7th-8th,4.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,Mexico
10191,38.0,Local-gov,200153.0,Assoc-acdm,12.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States
11970,33.0,Private,143540.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,40.0,United-States
24159,29.0,Private,71860.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States
15381,44.0,Private,167005.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,48.0,United-States
21298,25.0,Private,232914.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0.0,0.0,38.0,United-States
15482,31.0,Private,,HS-grad,9.0,Divorced,Machine-op-inspct,,White,Male,0.0,,40.0,United-States
6168,23.0,Private,182117.0,Some-college,10.0,,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States
21896,34.0,Private,104293.0,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States
14898,37.0,Private,224886.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,,Male,0.0,0.0,42.0,United-States
25449,49.0,Private,83610.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,66.0,United-States
25414,49.0,Self-emp-not-inc,219718.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,15024.0,0.0,40.0,United-States
1028,48.0,Private,207848.0,,6.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States
10644,43.0,Private,174325.0,7th-8th,4.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40.0,United-States
25569,59.0,Self-emp-not-inc,144071.0,5th-6th,3.0,Married-civ-spouse,Other-service,Husband,,Male,2580.0,0.0,15.0,El-Salvador
27704,34.0,Private,111415.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,70.0,United-States
2986,64.0,Local-gov,244903.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,Black,,0.0,0.0,40.0,United-States
24498,56.0,Private,199713.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
19867,32.0,Private,156464.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
21622,47.0,Private,188195.0,Some-college,10.0,,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States
20245,41.0,State-gov,214985.0,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States
8348,51.0,Private,123703.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386.0,0.0,40.0,United-States
5612,53.0,,53197.0,Doctorate,16.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,50.0,United-States
32248,24.0,Private,128477.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,,0.0,40.0,United-States
30967,21.0,Private,156980.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,60.0,United-States
22313,26.0,Self-emp-not-inc,258306.0,10th,6.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,99.0,United-States
28073,30.0,Private,,HS-grad,9.0,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,32.0,United-States
19656,33.0,Private,171215.0,Masters,14.0,Never-married,Adm-clerical,Own-child,,Male,,0.0,40.0,United-States
13105,34.0,Private,260560.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States
28048,27.0,Private,102889.0,Some-college,10.0,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States
16213,25.0,Private,194897.0,HS-grad,9.0,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Male,6849.0,0.0,40.0,United-States
11382,36.0,Federal-gov,68781.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,35.0,United-States
18653,35.0,Private,240389.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,,Male,0.0,0.0,43.0,United-States
15694,33.0,,183000.0,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,24.0,United-States
33,30.0,Federal-gov,59951.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Own-child,,Male,0.0,0.0,,United-States
25095,28.0,Private,56340.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,,United-States
23264,18.0,Private,249857.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,United-States
132,38.0,Self-emp-not-inc,120985.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,4386.0,0.0,35.0,United-States
6799,35.0,State-gov,197495.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,Black,Female,0.0,0.0,40.0,United-States
10958,56.0,Federal-gov,196307.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States
5518,39.0,Local-gov,139364.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,United-States
14755,20.0,Private,,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,2176.0,,20.0,United-States
11933,43.0,Federal-gov,56063.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,,60.0,United-States
14968,47.0,Private,250170.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,United-States
18453,51.0,Federal-gov,163671.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,40.0,United-States
12174,52.0,State-gov,125796.0,Masters,14.0,Married-civ-spouse,,Wife,Black,Female,0.0,1848.0,40.0,United-States
28240,48.0,Private,147860.0,HS-grad,,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,0.0,0.0,40.0,United-States
12658,44.0,Private,172025.0,Some-college,10.0,Separated,Adm-clerical,,White,Female,0.0,0.0,38.0,United-States
27113,57.0,Self-emp-not-inc,27385.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,10.0,United-States
15664,46.0,Federal-gov,102308.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,50.0,United-States
7109,34.0,Private,175878.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Female,0.0,0.0,40.0,United-States
32560,52.0,Self-emp-inc,287927.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024.0,0.0,40.0,United-States
14139,33.0,Private,213226.0,HS-grad,,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States
31896,22.0,Private,41837.0,Some-college,10.0,,Transport-moving,Own-child,White,Male,0.0,0.0,25.0,United-States
707,45.0,Private,242552.0,Some-college,10.0,Never-married,Sales,Not-in-family,Black,Male,0.0,0.0,40.0,United-States
24265,37.0,State-gov,270278.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,12.0,Puerto-Rico
8728,41.0,Private,115849.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States
3748,35.0,Private,334291.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States
8452,72.0,Private,195184.0,HS-grad,9.0,Widowed,Priv-house-serv,Unmarried,White,Female,0.0,0.0,12.0,Cuba
15841,23.0,Private,198996.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States
3115,35.0,Private,,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,2829.0,0.0,55.0,Poland
1691,17.0,Private,103851.0,11th,7.0,Never-married,Adm-clerical,Own-child,White,Female,1055.0,0.0,20.0,United-States
23609,21.0,Private,26842.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,20.0,United-States
24555,34.0,Private,137088.0,HS-grad,9.0,Married-civ-spouse,,Other-relative,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States
32378,39.0,Private,214896.0,HS-grad,9.0,Separated,Other-service,Not-in-family,White,Female,,0.0,40.0,El-Salvador
21327,27.0,Private,101618.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,,White,Male,0.0,0.0,50.0,United-States
9457,22.0,Private,152744.0,Some-college,10.0,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40.0,Philippines
3970,44.0,State-gov,296326.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,,United-States
29868,24.0,Private,229826.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,30.0,United-States
30317,33.0,Private,196898.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States
4957,25.0,Private,108779.0,Masters,14.0,,Other-service,Own-child,White,Female,0.0,0.0,,United-States
31420,44.0,Private,267717.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,,42.0,United-States
20836,39.0,Private,121590.0,Some-college,10.0,Never-married,Prof-specialty,Not-in-family,Black,Male,4787.0,0.0,40.0,United-States
12585,20.0,Private,296618.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,30.0,United-States
14819,34.0,Private,345705.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,1408.0,38.0,United-States
17931,49.0,Private,187563.0,Some-college,10.0,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States
16800,69.0,Private,,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,25.0,United-States
1334,51.0,Private,146767.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States
29262,60.0,Private,206339.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States
16020,69.0,Private,159522.0,7th-8th,4.0,Divorced,Machine-op-inspct,Unmarried,Black,Female,2964.0,0.0,40.0,United-States
5166,41.0,Federal-gov,168294.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,,0.0,40.0,United-States
23816,42.0,Private,76487.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45.0,United-States
1720,31.0,Private,367314.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,,40.0,United-States
8021,48.0,State-gov,85384.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
5768,49.0,Federal-gov,420282.0,Some-college,10.0,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,,40.0,United-States
11154,20.0,,181032.0,Some-college,10.0,Never-married,Machine-op-inspct,Own-child,,Female,0.0,0.0,,United-States
3705,43.0,,76487.0,11th,,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
30724,46.0,Private,116789.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States
3553,39.0,Private,74163.0,12th,8.0,Divorced,Sales,,White,Female,0.0,0.0,40.0,United-States
8090,34.0,Private,183473.0,,,Divorced,Transport-moving,Own-child,White,Female,0.0,0.0,40.0,United-States
9867,37.0,Private,227545.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,44.0,United-States
23518,41.0,Private,306405.0,Some-college,10.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,40.0,United-States
11241,46.0,Private,288608.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,,0.0,0.0,40.0,United-States
5269,59.0,,43221.0,9th,5.0,Married-civ-spouse,Transport-moving,Husband,,Male,0.0,0.0,,United-States
16332,28.0,Private,334032.0,Assoc-voc,11.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States
3585,25.0,Self-emp-not-inc,209384.0,HS-grad,9.0,Never-married,Other-service,,White,Male,0.0,0.0,32.0,United-States
13595,29.0,Self-emp-not-inc,,Assoc-acdm,12.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,60.0,United-States
4011,40.0,Private,404573.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,,0.0,0.0,44.0,United-States
28657,46.0,Private,465974.0,11th,7.0,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,30.0,United-States
10776,54.0,,146574.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
30432,40.0,Private,198096.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States
17092,53.0,,104879.0,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States
31784,31.0,Private,204752.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States
9611,19.0,Private,232368.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,35.0,United-States
18336,68.0,State-gov,493363.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,20.0,United-States
19408,46.0,Private,251786.0,1st-4th,2.0,Separated,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,Mexico
12394,,State-gov,289207.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,45.0,United-States
2290,18.0,Private,201901.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Female,0.0,1719.0,15.0,United-States
17275,55.0,Private,106498.0,10th,6.0,Widowed,Transport-moving,Not-in-family,Black,Female,0.0,0.0,35.0,United-States
13516,45.0,Local-gov,364563.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States
863,28.0,Self-emp-inc,142712.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,70.0,United-States
1577,24.0,State-gov,147253.0,Some-college,10.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,,United-States
14941,58.0,Private,104945.0,9th,5.0,,Handlers-cleaners,Husband,Black,Male,0.0,0.0,60.0,United-States
1919,35.0,Private,,Bachelors,13.0,Never-married,Adm-clerical,,White,Female,,0.0,40.0,United-States
26578,21.0,Private,169699.0,HS-grad,9.0,,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States
1161,51.0,Private,284329.0,HS-grad,9.0,Widowed,Transport-moving,Unmarried,White,Male,0.0,0.0,40.0,United-States
20575,38.0,Private,,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States
17029,34.0,State-gov,259705.0,Some-college,10.0,Separated,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States
13800,40.0,Private,162098.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,,30.0,United-States
12678,17.0,Private,151141.0,,8.0,Never-married,Sales,,White,Male,0.0,0.0,20.0,United-States
6587,22.0,Private,290504.0,HS-grad,9.0,Never-married,Other-service,Other-relative,White,Male,0.0,,40.0,United-States
27813,40.0,Private,119101.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1887.0,68.0,United-States
6722,38.0,Self-emp-not-inc,,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States
15553,41.0,Private,166662.0,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States
5656,35.0,Private,255702.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,27.0,United-States
12390,34.0,Private,183811.0,Some-college,10.0,,Handlers-cleaners,,White,Male,0.0,0.0,40.0,United-States
24319,,Private,186916.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States
29679,20.0,Private,190772.0,Assoc-acdm,12.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States
7425,30.0,,299507.0,Assoc-acdm,12.0,Separated,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States
6062,26.0,Private,43408.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,,0.0,40.0,United-States
1117,41.0,Private,,HS-grad,9.0,Married-civ-spouse,Transport-moving,,White,Male,0.0,0.0,50.0,United-States
11248,29.0,Private,149211.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States
29242,49.0,Self-emp-inc,315998.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States
3777,80.0,Private,87518.0,Some-college,10.0,Never-married,Prof-specialty,,White,Male,0.0,,60.0,United-States
